,Price,Street Address,Bed,Bath,Listing Area,Certificate,Jakarta Division
9362,2950000000.0,Muara Karang,3,3,60,SHM - Sertifikat Hak Milik,NORTH
9368,2900000000.0,Pantai Indah Kapuk,3,2,200,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9369,5300000000.0,Penjaringan,4,4,300,SHM - Sertifikat Hak Milik,NORTH
9372,4900000000.0,Kelapa Gading,5,4,264,SHM - Sertifikat Hak Milik,NORTH
9373,5500000000.0,Muara Karang,4,3,30,SHM - Sertifikat Hak Milik,NORTH
9376,3600000000.0,Ancol,3,3,160,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9377,4800000000.0,Sunter,4,4,273,SHM - Sertifikat Hak Milik,NORTH
9382,3200000000.0,Koja,5,3,250,SHM - Sertifikat Hak Milik,NORTH
9385,5200000000.0,Pantai Indah Kapuk,4,3,200,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9386,1325000000.0,Pantai Indah Kapuk,2,2,62,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9388,2750000000.0,Sunter,3,2,132,SHM - Sertifikat Hak Milik,NORTH
9390,6100000000.0,Muara Karang,4,4,272,SHM - Sertifikat Hak Milik,NORTH
9392,1200000000.0,Kelapa Gading,4,3,135,SHM - Sertifikat Hak Milik,NORTH
9394,6500000000.0,Muara Karang,4,3,160,SHM - Sertifikat Hak Milik,NORTH
9395,4100000000.0,Kelapa Gading,4,4,300,SHM - Sertifikat Hak Milik,NORTH
9396,2600000000.0,Sunter,3,2,230,SHM - Sertifikat Hak Milik,NORTH
9397,5900000000.0,Kelapa Gading,4,3,320,SHM - Sertifikat Hak Milik,NORTH
9398,5900000000.0,Kelapa Gading,4,3,320,SHM - Sertifikat Hak Milik,NORTH
9399,5900000000.0,Kelapa Gading,4,3,320,SHM - Sertifikat Hak Milik,NORTH
9400,2950000000.0,Penjaringan,3,3,136,SHGB - Hak Guna Bangunan,NORTH
9401,1235000000.0,Pantai Indah Kapuk,2,1,45,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9403,2750000000.0,Kamal,3,2,112,Sertifikat Belum Pecah,NORTH
9404,5900000000.0,Muara Karang,5,3,350,SHM - Sertifikat Hak Milik,NORTH
9406,5600000000.0,Sunter,4,3,210,SHM - Sertifikat Hak Milik,NORTH
9407,2400000000.0,Sunter,4,3,120,SHM - Sertifikat Hak Milik,NORTH
9408,6334000000.0,Pantai Indah Kapuk,3,3,228,SHM - Sertifikat Hak Milik,NORTH
9409,2300000000.0,Sunter,4,3,98,SHM - Sertifikat Hak Milik,NORTH
9411,4925000000.0,Pantai Indah Kapuk,3,3,179,SHM - Sertifikat Hak Milik,NORTH
9414,3500000000.0,Kelapa Gading,4,3,120,SHM - Sertifikat Hak Milik,NORTH
9415,4200000000.0,Pantai Indah Kapuk,3,3,150,Sertifikat Belum Pecah,NORTH
9418,3300000000.0,Pantai Indah Kapuk,3,3,150,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9420,5500000000.0,Muara Karang,3,3,200,SHM - Sertifikat Hak Milik,NORTH
9421,4500000000.0,Pantai Indah Kapuk,3,3,100,SHM - Sertifikat Hak Milik,NORTH
9423,2500000000.0,Penjaringan,3,3,90,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9425,4800000000.0,Muara Karang,5,4,240,SHM - Sertifikat Hak Milik,NORTH
9426,4800000000.0,Pluit,4,4,320,SHM - Sertifikat Hak Milik,NORTH
9427,3300000000.0,Muara Karang,3,3,200,SHM - Sertifikat Hak Milik,NORTH
9429,3500000000.0,Kapuk Muara,3,3,132,SHM - Sertifikat Hak Milik,NORTH
9430,3500000000.0,Muara Karang,3,3,180,SHM - Sertifikat Hak Milik,NORTH
9433,2421000000.0,Pantai Indah Kapuk,2,2,82,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9434,3100000000.0,Pantai Indah Kapuk,3,3,120,SHGB - Hak Guna Bangunan,NORTH
9435,5700000000.0,Muara Karang,4,4,200,SHM - Sertifikat Hak Milik,NORTH
9436,6500000000.0,Pluit,4,4,360,SHM - Sertifikat Hak Milik,NORTH
9437,3900000000.0,Muara Karang,4,4,240,SHM - Sertifikat Hak Milik,NORTH
9439,3300000000.0,Muara Karang,2,3,130,SHM - Sertifikat Hak Milik,NORTH
9444,5300000000.0,Kapuk Muara,3,3,200,SHM - Sertifikat Hak Milik,NORTH
9446,5500000000.0,Pantai Indah Kapuk,4,3,200,SHM - Sertifikat Hak Milik,NORTH
9448,3350000000.0,Pantai Indah Kapuk,3,3,120,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9449,2500000000.0,Penjaringan,3,3,80,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9450,3500000000.0,Kelapa Gading,4,3,200,SHM - Sertifikat Hak Milik,NORTH
9452,3200000000.0,Teluk Gong,4,2,180,SHM - Sertifikat Hak Milik,NORTH
9453,4500000000.0,Sunter,3,2,60,SHM - Sertifikat Hak Milik,NORTH
9457,3000000000.0,Sunter,3,2,144,SHM - Sertifikat Hak Milik,NORTH
9460,2500000000.0,Kelapa Gading,4,2,90,SHM - Sertifikat Hak Milik,NORTH
9461,4300000000.0,Sunter,4,4,264,SHM - Sertifikat Hak Milik,NORTH
9462,2400000000.0,Kelapa Gading,4,3,150,SHM - Sertifikat Hak Milik,NORTH
9465,2450000000.0,Pantai Indah Kapuk,3,3,105,SHM - Sertifikat Hak Milik,NORTH
9466,2250000000.0,Pantai Indah Kapuk,3,2,90,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9467,3800000000.0,Pantai Indah Kapuk,4,3,129,SHM - Sertifikat Hak Milik,NORTH
9469,2200000000.0,Kelapa Gading,3,3,120,SHM - Sertifikat Hak Milik,NORTH
9471,3600000000.0,Tanjung Priok,3,3,270,SHM - Sertifikat Hak Milik,NORTH
9473,1190000000.0,Cilincing,3,2,124,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9478,5850000000.0,Kelapa Gading,5,4,270,SHM - Sertifikat Hak Milik,NORTH
9479,1675000000.0,Cilincing,3,3,100,SHM - Sertifikat Hak Milik,NORTH
9481,3900000000.0,Kelapa Gading,3,1,100,SHM - Sertifikat Hak Milik,NORTH
9482,1500000000.0,Kelapa Gading,2,1,58,Strata,NORTH
9483,3300000000.0,Kelapa Gading,3,2,90,SHM - Sertifikat Hak Milik,NORTH
9486,6000000000.0,Kelapa Gading,3,2,200,SHM - Sertifikat Hak Milik,NORTH
9487,2400000000.0,Bandengan,4,3,160,SHM - Sertifikat Hak Milik,NORTH
9489,5400000000.0,Pantai Indah Kapuk,4,3,312,SHGB - Hak Guna Bangunan,NORTH
9490,2400000000.0,Kelapa Gading,4,3,150,SHM - Sertifikat Hak Milik,NORTH
9491,6500000000.0,Sunter,5,4,300,SHM - Sertifikat Hak Milik,NORTH
9493,4000000000.0,Kelapa Gading,4,4,200,SHM - Sertifikat Hak Milik,NORTH
9494,3150000000.0,Pantai Indah Kapuk,4,4,180,AJB - Akta Jual Beli,NORTH
9498,3800000000.0,Penjaringan,4,3,136,SHM - Sertifikat Hak Milik,NORTH
9503,6100000000.0,Muara Karang,5,4,250,SHM - Sertifikat Hak Milik,NORTH
9504,1690000000.0,Pantai Indah Kapuk,3,2,55,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9507,3700000000.0,Kelapa Gading,5,4,297,SHM - Sertifikat Hak Milik,NORTH
9508,3500000000.0,Teluk Gong,4,2,192,SHM - Sertifikat Hak Milik,NORTH
9511,7000000000.0,Pantai Indah Kapuk,4,4,240,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9512,5800000000.0,Sunter,3,3,325,SHM - Sertifikat Hak Milik,NORTH
9516,6500000000.0,Pantai Indah Kapuk,4,4,240,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9522,3800000000.0,Pluit,4,4,240,SHM - Sertifikat Hak Milik,NORTH
9526,1500000000.0,Pantai Indah Kapuk,2,2,62,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9528,5980000000.0,Kelapa Gading,4,4,197,SHM - Sertifikat Hak Milik,NORTH
9529,1850000000.0,Pantai Indah Kapuk,3,2,73,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9532,2500000000.0,Sunter,3,2,98,SHM - Sertifikat Hak Milik,NORTH
9533,1800000000.0,Pantai Indah Kapuk,2,2,79,SHM - Sertifikat Hak Milik,NORTH
9535,1875000000.0,Kelapa Gading,4,2,100,SHM - Sertifikat Hak Milik,NORTH
9536,2100000000.0,Kelapa Gading,3,2,120,SHM - Sertifikat Hak Milik,NORTH
9539,5250000000.0,Kelapa Gading,4,4,211,SHM - Sertifikat Hak Milik,NORTH
9552,1850000000.0,Pantai Indah Kapuk,3,3,134,SHM - Sertifikat Hak Milik,NORTH
9555,3900000000.0,Sunter,3,3,250,SHM - Sertifikat Hak Milik,NORTH
9558,1750000000.0,Pantai Indah Kapuk,3,2,72,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9559,4500000000.0,Kelapa Gading,3,2,216,SHM - Sertifikat Hak Milik,NORTH
9560,3400000000.0,Pantai Indah Kapuk,4,4,120,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9561,1950000000.0,Pantai Indah Kapuk,3,2,72,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9562,2900000000.0,Pantai Indah Kapuk,4,4,120,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9564,1500000000.0,Pantai Indah Kapuk,2,2,54,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9565,2000000000.0,Pantai Indah Kapuk,2,2,54,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9566,2000000000.0,Pantai Indah Kapuk,3,3,81,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9567,2500000000.0,Pantai Indah Kapuk,4,3,90,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9569,5200000000.0,Pantai Indah Kapuk,4,4,160,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9570,3200000000.0,Pantai Indah Kapuk,4,4,120,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9571,1800000000.0,Pantai Indah Kapuk,3,3,54,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9572,2000000000.0,Penjaringan,3,2,72,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9573,2400000000.0,Penjaringan,4,4,102,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9574,1900000000.0,Penjaringan,2,2,54,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9575,2500000000.0,Pantai Indah Kapuk,4,4,98,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9576,3400000000.0,Pantai Indah Kapuk,4,4,127,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9577,2500000000.0,Pantai Indah Kapuk,4,3,96,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9578,3300000000.0,Pantai Indah Kapuk,4,4,120,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9579,5000000000.0,Pantai Indah Kapuk,4,4,176,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9581,3000000000.0,Pantai Indah Kapuk,4,4,120,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9583,2500000000.0,Pantai Indah Kapuk,4,4,90,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9584,2600000000.0,Pantai Indah Kapuk,4,3,96,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9585,1740000000.0,Pantai Indah Kapuk,3,2,60,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9586,3400000000.0,Kelapa Gading,5,4,220,SHGB - Hak Guna Bangunan,NORTH
9588,3400000000.0,Penjaringan,4,4,142,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9589,4000000000.0,Tanjung Priok,4,3,198,SHM - Sertifikat Hak Milik,NORTH
9593,4400000000.0,Penjaringan,3,2,180,SHM - Sertifikat Hak Milik,NORTH
9595,3400000000.0,Tanjung Priok,5,3,225,SHM - Sertifikat Hak Milik,NORTH
9596,3680000000.0,Penjaringan,3,4,200,SHM - Sertifikat Hak Milik,NORTH
9599,2500000000.0,Kelapa Gading,3,1,108,SHM - Sertifikat Hak Milik,NORTH
9601,5300000000.0,Pantai Indah Kapuk,4,3,290,SHM - Sertifikat Hak Milik,NORTH
9602,2800000000.0,Sunter,3,3,210,SHM - Sertifikat Hak Milik,NORTH
9603,1785000000.0,Pantai Indah Kapuk,3,3,120,SHM - Sertifikat Hak Milik,NORTH
9605,3000000000.0,Sunter,2,1,200,SHM - Sertifikat Hak Milik,NORTH
9606,3100000000.0,Pantai Indah Kapuk,3,4,120,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9607,1850000000.0,Pantai Indah Kapuk,2,2,76,SHM - Sertifikat Hak Milik,NORTH
9613,2400000000.0,Kelapa Gading,3,2,150,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9614,6500000000.0,Kelapa Gading,3,3,250,SHM - Sertifikat Hak Milik,NORTH
9615,1850000000.0,Kelapa Gading,3,2,84,SHM - Sertifikat Hak Milik,NORTH
9616,3800000000.0,Kelapa Gading,5,2,150,SHM - Sertifikat Hak Milik,NORTH
9617,6300000000.0,Kelapa Gading,5,4,294,SHM - Sertifikat Hak Milik,NORTH
9618,2300000000.0,Kelapa Gading,5,3,140,SHM - Sertifikat Hak Milik,NORTH
9619,3650000000.0,Kelapa Gading,5,3,240,SHM - Sertifikat Hak Milik,NORTH
9620,5300000000.0,Kelapa Gading,5,4,216,SHM - Sertifikat Hak Milik,NORTH
9621,2900000000.0,Sunter,4,2,200,SHM - Sertifikat Hak Milik,NORTH
9622,6100000000.0,Muara Karang,4,3,250,SHM - Sertifikat Hak Milik,NORTH
9624,4300000000.0,Penjaringan,3,3,146,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9627,2600000000.0,Muara Karang,3,3,130,SHM - Sertifikat Hak Milik,NORTH
9628,5800000000.0,Pantai Indah Kapuk,4,4,203,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9629,3594000000.0,Pantai Indah Kapuk,4,3,127,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9630,2703000000.0,Pantai Indah Kapuk,3,2,96,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9632,2250000000.0,Penjaringan,3,2,79,SHGB - Hak Guna Bangunan,NORTH
9633,5500000000.0,Pantai Indah Kapuk,4,4,174,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9634,5500000000.0,Pantai Indah Kapuk,4,4,174,SHGB - Hak Guna Bangunan,NORTH
9636,2500000000.0,Kelapa Gading,3,2,102,SHM - Sertifikat Hak Milik,NORTH
9637,2350000000.0,Kelapa Gading,4,3,114,SHM - Sertifikat Hak Milik,NORTH
9638,1900000000.0,Kelapa Gading,3,2,90,SHM - Sertifikat Hak Milik,NORTH
9644,5900000000.0,Kelapa Gading,3,3,300,SHM - Sertifikat Hak Milik,NORTH
9646,1875000000.0,Kelapa Gading,3,3,100,SHM - Sertifikat Hak Milik,NORTH
9647,2075000000.0,Kelapa Gading,3,3,72,SHM - Sertifikat Hak Milik,NORTH
9648,1225000000.0,Penjaringan,2,2,62,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9649,3000000000.0,Muara Karang,5,4,180,SHM - Sertifikat Hak Milik,NORTH
9650,6000000000.0,Muara Karang,4,3,300,SHM - Sertifikat Hak Milik,NORTH
9651,4600000000.0,Muara Karang,3,3,180,SHM - Sertifikat Hak Milik,NORTH
9652,1550000000.0,Kelapa Gading,3,2,100,SHM - Sertifikat Hak Milik,NORTH
9653,3500000000.0,Muara Karang,5,3,200,SHM - Sertifikat Hak Milik,NORTH
9654,1750000000.0,Kelapa Gading,5,2,102,SHM - Sertifikat Hak Milik,NORTH
9655,1500000000.0,Kelapa Gading,4,3,90,SHM - Sertifikat Hak Milik,NORTH
9656,2000000000.0,Kelapa Gading,4,3,140,SHM - Sertifikat Hak Milik,NORTH
9657,5700000000.0,Kelapa Gading,5,4,220,SHM - Sertifikat Hak Milik,NORTH
9659,5200000000.0,Pantai Indah Kapuk,4,4,203,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9660,2400000000.0,Kelapa Gading,4,3,150,SHGB - Hak Guna Bangunan,NORTH
9661,2600000000.0,Kelapa Gading,5,4,144,SHM - Sertifikat Hak Milik,NORTH
9662,2400000000.0,Kelapa Gading,4,4,98,SHM - Sertifikat Hak Milik,NORTH
9663,2950000000.0,Sunter,4,3,200,SHM - Sertifikat Hak Milik,NORTH
9664,2200000000.0,Kelapa Gading,3,2,77,SHM - Sertifikat Hak Milik,NORTH
9667,2300000000.0,Pantai Indah Kapuk,3,3,96,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9672,2400000000.0,Kelapa Gading,4,3,90,SHM - Sertifikat Hak Milik,NORTH
9674,5900000000.0,Kelapa Gading,4,3,320,SHM - Sertifikat Hak Milik,NORTH
9676,3300000000.0,Kelapa Gading,3,3,140,SHM - Sertifikat Hak Milik,NORTH
9677,6700000000.0,Pantai Indah Kapuk,3,2,321,SHM - Sertifikat Hak Milik,NORTH
9680,5500000000.0,Pantai Indah Kapuk,4,3,250,SHM - Sertifikat Hak Milik,NORTH
9681,5500000000.0,Kelapa Gading,5,4,220,SHM - Sertifikat Hak Milik,NORTH
9683,4500000000.0,Pantai Indah Kapuk,3,3,170,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9684,3200000000.0,Pantai Indah Kapuk,3,3,158,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9685,5200000000.0,Pantai Indah Kapuk,3,3,210,SHM - Sertifikat Hak Milik,NORTH
9686,4700000000.0,Pantai Indah Kapuk,4,3,160,SHM - Sertifikat Hak Milik,NORTH
9687,3500000000.0,Pantai Indah Kapuk,3,3,200,SHM - Sertifikat Hak Milik,NORTH
9691,3100000000.0,Sunter,4,2,180,SHM - Sertifikat Hak Milik,NORTH
9692,4500000000.0,Kelapa Gading,4,3,250,SHM - Sertifikat Hak Milik,NORTH
9693,4800000000.0,Pluit,4,3,240,SHM - Sertifikat Hak Milik,NORTH
9695,4300000000.0,Pantai Indah Kapuk,3,3,240,Sertifikat Belum Pecah,NORTH
9696,3400000000.0,Sunter,2,2,130,SHM - Sertifikat Hak Milik,NORTH
9697,1150000000.0,Sunter,3,2,60,SHM - Sertifikat Hak Milik,NORTH
9698,4250000000.0,Sunter,4,3,261,SHM - Sertifikat Hak Milik,NORTH
9700,5700000000.0,Pantai Indah Kapuk,4,4,300,SHM - Sertifikat Hak Milik,NORTH
9705,6750000000.0,Pluit,3,4,300,SHM - Sertifikat Hak Milik,NORTH
9706,1400000000.0,Jembatan Tiga,3,2,67,SHM - Sertifikat Hak Milik,NORTH
9707,5750000000.0,Kelapa Gading,4,4,192,SHM - Sertifikat Hak Milik,NORTH
9708,5900000000.0,Kelapa Gading,5,4,310,SHM - Sertifikat Hak Milik,NORTH
9710,4000000000.0,Jl. Taman Sunter Indah,5,3,121,SHM - Sertifikat Hak Milik,NORTH
9711,4250000000.0,Jl. Taman Sunter Indah,4,4,270,SHM - Sertifikat Hak Milik,NORTH
9712,2000000000.0,Kelapa Gading,4,2,110,SHM - Sertifikat Hak Milik,NORTH
9714,2600000000.0,Pantai Indah Kapuk,3,3,90,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9715,6500000000.0,Pantai Indah Kapuk,4,4,240,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9716,1085000000.0,Pantai Indah Kapuk,3,3,87,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9717,2500000000.0,Pantai Indah Kapuk,3,3,107,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9718,1500000000.0,Kelapa Gading,2,2,86,SHM - Sertifikat Hak Milik,NORTH
9722,5500000000.0,Pantai Indah Kapuk,4,3,200,SHM - Sertifikat Hak Milik,NORTH
9723,2700000000.0,Sunter,3,3,100,SHM - Sertifikat Hak Milik,NORTH
9724,6800000000.0,Pantai Indah Kapuk,3,3,240,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9726,1680000000.0,Pantai Indah Kapuk,2,2,63,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9727,3800000000.0,Pluit,3,3,140,SHM - Sertifikat Hak Milik,NORTH
9728,3200000000.0,Sunter,3,3,150,SHM - Sertifikat Hak Milik,NORTH
9729,3100000000.0,Kelapa Gading,3,3,200,SHM - Sertifikat Hak Milik,NORTH
9731,5400000000.0,Pantai Indah Kapuk,3,3,209,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9734,2400000000.0,Kelapa Gading,4,3,150,SHM - Sertifikat Hak Milik,NORTH
9735,5200000000.0,Pantai Indah Kapuk,3,3,240,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9736,2900000000.0,Pantai Indah Kapuk,3,3,120,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9740,4200000000.0,Pantai Indah Kapuk,3,3,120,SHM - Sertifikat Hak Milik,NORTH
9742,1700000000.0,Penjaringan,3,2,55,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9743,5300000000.0,Muara Karang,4,4,300,SHM - Sertifikat Hak Milik,NORTH
9744,3500000000.0,Pantai Indah Kapuk,3,2,96,SHM - Sertifikat Hak Milik,NORTH
9746,3600000000.0,Pantai Indah Kapuk,3,3,200,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9747,1838000000.0,Pantai Indah Kapuk,3,2,120,SHM - Sertifikat Hak Milik,NORTH
9749,2850000000.0,Pantai Indah Kapuk,3,3,180,SHM - Sertifikat Hak Milik,NORTH
9750,3500000000.0,Pantai Indah Kapuk,3,3,145,SHM - Sertifikat Hak Milik,NORTH
9752,2600000000.0,Pantai Indah Kapuk,4,4,150,SHM - Sertifikat Hak Milik,NORTH
9753,2450000000.0,Pantai Indah Kapuk,3,3,90,SHM - Sertifikat Hak Milik,NORTH
9756,4900000000.0,Pantai Indah Kapuk,5,4,300,SHM - Sertifikat Hak Milik,NORTH
9757,5500000000.0,Pantai Indah Kapuk,4,4,210,SHM - Sertifikat Hak Milik,NORTH
9758,2400000000.0,Pantai Indah Kapuk,2,1,110,Sertifikat Belum Pecah,NORTH
9763,1900000000.0,Pantai Indah Kapuk,2,1,120,SHM - Sertifikat Hak Milik,NORTH
9765,1400000000.0,Pantai Indah Kapuk,2,1,90,SHM - Sertifikat Hak Milik,NORTH
9766,4700000000.0,Pantai Indah Kapuk,4,4,200,SHM - Sertifikat Hak Milik,NORTH
9767,1690000000.0,Pantai Indah Kapuk,3,2,55,SHM - Sertifikat Hak Milik,NORTH
9770,2700000000.0,Pantai Indah Kapuk,4,4,107,SHM - Sertifikat Hak Milik,NORTH
9771,5700000000.0,Pantai Indah Kapuk,4,4,300,SHM - Sertifikat Hak Milik,NORTH
9772,3600000000.0,Pantai Indah Kapuk,4,4,200,SHM - Sertifikat Hak Milik,NORTH
9773,4800000000.0,Pantai Indah Kapuk,4,3,240,SHM - Sertifikat Hak Milik,NORTH
9777,1800000000.0,Pantai Indah Kapuk,3,2,60,SHM - Sertifikat Hak Milik,NORTH
9783,5400000000.0,Pantai Indah Kapuk,4,4,260,SHM - Sertifikat Hak Milik,NORTH
9791,6500000000.0,Pantai Indah Kapuk,4,4,240,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9792,3500000000.0,Sunter,4,3,315,SHM - Sertifikat Hak Milik,NORTH
9794,2600000000.0,Pantai Indah Kapuk,3,3,200,SHM - Sertifikat Hak Milik,NORTH
9798,4750000000.0,Pantai Indah Kapuk,3,3,169,SHM - Sertifikat Hak Milik,NORTH
9799,3500000000.0,Pantai Indah Kapuk,3,2,225,SHM - Sertifikat Hak Milik,NORTH
9800,1750000000.0,Pantai Indah Kapuk,3,2,120,SHM - Sertifikat Hak Milik,NORTH
9801,3050000000.0,Pantai Indah Kapuk,3,3,180,SHM - Sertifikat Hak Milik,NORTH
9804,2300000000.0,Pantai Indah Kapuk,4,4,144,SHM - Sertifikat Hak Milik,NORTH
9809,1900000000.0,Pantai Indah Kapuk,2,1,120,SHM - Sertifikat Hak Milik,NORTH
9811,1400000000.0,Pantai Indah Kapuk,2,1,90,SHM - Sertifikat Hak Milik,NORTH
9812,4700000000.0,Pantai Indah Kapuk,4,4,200,SHM - Sertifikat Hak Milik,NORTH
9816,2700000000.0,Pantai Indah Kapuk,4,4,107,SHM - Sertifikat Hak Milik,NORTH
9823,4350000000.0,Pantai Indah Kapuk,4,3,120,SHM - Sertifikat Hak Milik,NORTH
9824,5400000000.0,Pantai Indah Kapuk,4,4,260,SHM - Sertifikat Hak Milik,NORTH
9829,4200000000.0,Pantai Indah Kapuk,3,2,240,SHM - Sertifikat Hak Milik,NORTH
9831,5450000000.0,Pantai Indah Kapuk,3,3,300,SHM - Sertifikat Hak Milik,NORTH
9832,1950000000.0,Pantai Indah Kapuk,2,2,120,SHM - Sertifikat Hak Milik,NORTH
9834,2600000000.0,Pantai Indah Kapuk,3,2,107,SHM - Sertifikat Hak Milik,NORTH
9835,2600000000.0,Pantai Indah Kapuk,3,3,150,SHM - Sertifikat Hak Milik,NORTH
9836,3200000000.0,Pantai Indah Kapuk,3,3,150,SHM - Sertifikat Hak Milik,NORTH
9837,5200000000.0,Pantai Indah Kapuk,3,3,160,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9841,6000000000.0,Pantai Indah Kapuk,3,3,300,SHM - Sertifikat Hak Milik,NORTH
9842,5700000000.0,Pantai Indah Kapuk,4,4,300,SHM - Sertifikat Hak Milik,NORTH
9843,3600000000.0,Pantai Indah Kapuk,5,4,200,SHM - Sertifikat Hak Milik,NORTH
9844,4800000000.0,Pantai Indah Kapuk,4,3,240,SHM - Sertifikat Hak Milik,NORTH
9847,1800000000.0,Pantai Indah Kapuk,3,2,60,SHM - Sertifikat Hak Milik,NORTH
9849,5350000000.0,Muara Karang,4,3,200,SHM - Sertifikat Hak Milik,NORTH
9853,3250000000.0,Pantai Indah Kapuk,3,3,90,SHM - Sertifikat Hak Milik,NORTH
9854,4500000000.0,Pantai Indah Kapuk,3,3,240,SHM - Sertifikat Hak Milik,NORTH
9855,2500000000.0,Kelapa Gading,3,2,160,SHM - Sertifikat Hak Milik,NORTH
9857,5750000000.0,Pantai Indah Kapuk,3,3,280,SHGB - Hak Guna Bangunan,NORTH
9861,2600000000.0,Kelapa Gading,5,3,150,SHM - Sertifikat Hak Milik,NORTH
9864,3500000000.0,Pantai Indah Kapuk,4,4,180,Sertifikat Belum Pecah,NORTH
9866,5200000000.0,Pantai Indah Kapuk,4,3,272,Sertifikat Belum Pecah,NORTH
9871,2600000000.0,Pantai Indah Kapuk,3,3,90,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9873,2500000000.0,Kelapa Gading,4,3,180,SHM - Sertifikat Hak Milik,NORTH
9876,1800000000.0,Pantai Indah Kapuk,2,2,90,SHM - Sertifikat Hak Milik,NORTH
9881,4800000000.0,Muara Karang,3,3,320,SHM - Sertifikat Hak Milik,NORTH
9886,2450000000.0,Kelapa Gading,4,3,105,SHM - Sertifikat Hak Milik,NORTH
9890,6500000000.0,Muara Karang,3,3,200,SHM - Sertifikat Hak Milik,NORTH
9892,4500000000.0,Sunter,5,3,110,SHM - Sertifikat Hak Milik,NORTH
9893,3200000000.0,Sunter,4,4,110,SHM - Sertifikat Hak Milik,NORTH
9894,2600000000.0,Kelapa Gading,3,2,200,SHM - Sertifikat Hak Milik,NORTH
9895,3100000000.0,Sunter,3,2,300,SHM - Sertifikat Hak Milik,NORTH
9898,5900000000.0,Sunter,4,3,170,SHM - Sertifikat Hak Milik,NORTH
